OGLE-LMC-CEP-0055	F	2.8620681	0.558	0.485	4.483	0.271	2.711
OGLE-LMC-CEP-0056	F	3.6670371	0.412	0.417	4.628	0.207	3.101
OGLE-LMC-CEP-0057	F	10.3067803	0.318	0.234	6.023	0.102	5.040
OGLE-LMC-CEP-0058	F	4.3155685	0.603	0.450	4.606	0.225	3.002
OGLE-LMC-CEP-0059	F	4.3903931	0.472	0.432	4.772	0.204	3.294
OGLE-LMC-CEP-0060	F	3.4064849	0.523	0.454	4.588	0.248	2.934
OGLE-LMC-CEP-0061	12	0.8685818	0.272	0.271	3.937	0.099	2.034
OGLE-LMC-CEP-0062	1	2.1530915	0.227	0.154	4.663	0.022	3.565
OGLE-LMC-CEP-0063	F	21.0677110	-99.99	-99.99	-99.99	-99.99	-99.99
OGLE-LMC-CEP-0064	F	3.2291389	0.545	0.442	4.407	0.233	2.602
OGLE-LMC-CEP-0065	1	0.3382917	0.112	0.104	-99.99	0.000	-99.99
OGLE-LMC-CEP-0066	1	1.9492243	0.156	0.122	5.102	0.000	-99.99
OGLE-LMC-CEP-0067	F	3.4854335	0.487	0.416	4.558	0.218	2.881
OGLE-LMC-CEP-0068	F	28.3738735	0.761	0.407	5.057	0.302	3.804
OGLE-LMC-CEP-0069	1	1.8070072	0.130	0.109	4.830	0.000	-99.99
OGLE-LMC-CEP-0070	F	13.7462846	0.470	0.100	4.533	0.151	1.596
OGLE-LMC-CEP-0071	1	1.3858956	0.304	0.185	4.236	0.052	3.049
OGLE-LMC-CEP-0072	F	2.3366463	0.290	0.218	4.041	0.068	1.118
OGLE-LMC-CEP-0073	12	0.8371477	0.242	0.405	4.629	0.318	1.834
OGLE-LMC-CEP-0074	1	1.7931230	0.254	0.189	4.417	0.024	2.432
OGLE-LMC-CEP-0075	F	3.4187485	0.590	0.443	4.491	0.258	2.740
OGLE-LMC-CEP-0076	F	5.1478925	0.232	0.277	4.977	0.047	3.799
OGLE-LMC-CEP-0077	1	2.9660163	0.215	0.076	3.442	0.039	0.012
OGLE-LMC-CEP-0078	F	7.3826504	0.469	0.361	5.300	0.175	3.524
OGLE-LMC-CEP-0079	F	22.5437817	0.663	0.306	5.036	0.192	3.311
OGLE-LMC-CEP-0080	1	3.4203322	0.221	0.180	4.102	0.080	1.320
OGLE-LMC-CEP-0081	12	0.5360222	0.240	0.174	2.226	0.224	0.310
OGLE-LMC-CEP-0082	1	4.9307350	0.080	0.122	4.378	0.000	-99.99
OGLE-LMC-CEP-0083	F1	0.5805540	0.081	0.183	4.802	0.000	-99.99
OGLE-LMC-CEP-0084	1	3.4993228	0.195	0.105	3.502	0.053	0.252
OGLE-LMC-CEP-0085	1	3.0301025	0.231	0.069	3.541	0.050	6.150
OGLE-LMC-CEP-0086	1	2.0407738	0.225	0.111	4.984	0.022	4.584
OGLE-LMC-CEP-0087	F	3.5902086	0.636	0.479	4.476	0.290	2.721
OGLE-LMC-CEP-0088	1	2.0454940	0.183	0.098	4.688	0.000	-99.99
OGLE-LMC-CEP-0089	F	4.6938588	0.323	0.321	4.864	0.091	3.285
OGLE-LMC-CEP-0090	F	4.0004649	0.679	0.512	4.709	0.275	3.255
OGLE-LMC-CEP-0091	F	3.5989553	0.439	0.424	4.623	0.214	2.992
OGLE-LMC-CEP-0092	1	1.6208589	0.205	0.134	4.784	0.000	-99.99
OGLE-LMC-CEP-0093	1	2.1697478	0.184	0.112	5.169	0.029	4.535
OGLE-LMC-CEP-0094	F	3.2127688	0.321	0.376	4.621	0.166	2.958
OGLE-LMC-CEP-0095	F	2.7749337	0.456	0.471	4.443	0.252	2.714
OGLE-LMC-CEP-0096	1	4.3379802	0.152	0.153	4.047	0.036	1.201
OGLE-LMC-CEP-0097	1	3.9934311	0.220	0.170	3.893	0.089	1.144
OGLE-LMC-CEP-0098	1	1.0012480	0.203	0.224	4.017	0.058	1.675
OGLE-LMC-CEP-0099	1	1.0930677	0.182	0.179	4.045	0.046	1.728
OGLE-LMC-CEP-0100	F	3.2094086	0.511	0.419	4.506	0.224	2.760
OGLE-LMC-CEP-0101	F	8.1924377	0.042	0.066	6.068	0.000	-99.99
OGLE-LMC-CEP-0102	2	0.8399510	0.051	0.000	-99.99	0.000	-99.99
OGLE-LMC-CEP-0103	F	7.1572780	0.396	0.287	4.735	0.092	2.690
OGLE-LMC-CEP-0104	F	3.1095464	0.484	0.433	4.501	0.228	2.767
OGLE-LMC-CEP-0105	F	4.7407405	0.458	0.435	4.873	0.186	3.487
OGLE-LMC-CEP-0106	F	3.2675038	0.466	0.451	4.534	0.249	2.869
OGLE-LMC-CEP-0107	F	8.7388601	0.505	0.284	5.219	0.211	3.515
OGLE-LMC-CEP-0108	F	3.7476000	0.261	0.343	4.603	0.128	3.003
OGLE-LMC-CEP-0109	F	2.8533700	0.654	0.501	4.467	0.297	2.676
OGLE-LMC-CEP-0110	1	2.1200666	0.146	0.138	4.194	0.000	-99.99
OGLE-LMC-CEP-0111	F	1.6128624	0.622	0.484	4.191	0.307	2.243
OGLE-LMC-CEP-0112	F1	1.8946075	0.151	0.162	4.535	0.032	2.493
OGLE-LMC-CEP-0113	1	1.8383406	0.162	0.145	4.966	0.041	4.557
OGLE-LMC-CEP-0114	F	10.3719990	0.355	0.155	4.819	0.079	4.460
OGLE-LMC-CEP-0115	1	2.5151341	0.172	0.042	4.868	0.000	-99.99
OGLE-LMC-CEP-0116	F	3.4150618	0.473	0.474	4.569	0.257	2.953
OGLE-LMC-CEP-0117	1	1.8851485	0.293	0.172	4.651	0.024	4.228
OGLE-LMC-CEP-0118	1	1.9988680	0.186	0.143	4.951	0.015	5.258
OGLE-LMC-CEP-0119	1	2.2091215	0.165	0.150	4.897	0.024	4.603
OGLE-LMC-CEP-0120	1	0.7471345	0.187	0.187	3.567	0.116	1.275
OGLE-LMC-CEP-0121	1	3.5330125	0.209	0.135	3.468	0.063	0.592
OGLE-LMC-CEP-0122	F	1.2929953	0.444	0.446	4.169	0.264	2.134
OGLE-LMC-CEP-0123	F	6.8885387	0.482	0.356	5.323	0.198	3.598
OGLE-LMC-CEP-0124	1	1.5152210	0.311	0.213	4.271	0.067	2.524
OGLE-LMC-CEP-0125	1	2.7162844	0.195	0.093	4.852	0.000	-99.99
OGLE-LMC-CEP-0126	F	7.6992572	0.190	0.216	5.592	0.019	3.721
OGLE-LMC-CEP-0127	1	2.2385252	0.229	0.134	4.695	0.025	3.448
OGLE-LMC-CEP-0128	F	3.8457511	0.460	0.435	4.665	0.224	3.116
OGLE-LMC-CEP-0129	1	1.9095938	0.227	0.106	4.069	0.087	5.393
OGLE-LMC-CEP-0130	F	3.4120477	0.485	0.445	4.591	0.240	2.964
OGLE-LMC-CEP-0131	F	2.8694980	0.401	0.441	4.559	0.215	2.850
OGLE-LMC-CEP-0132	F	3.0610615	0.358	0.426	4.599	0.197	2.878
OGLE-LMC-CEP-0133	1	1.3839965	0.311	0.236	4.078	0.070	1.848
OGLE-LMC-CEP-0134	1	3.2425557	0.216	0.093	3.513	0.058	0.271
OGLE-LMC-CEP-0135	2	0.5894102	0.040	0.000	-99.99	0.000	-99.99
OGLE-LMC-CEP-0136	12	1.4401088	0.240	0.193	4.284	0.053	2.212
OGLE-LMC-CEP-0137	F	27.1006309	-99.99	-99.99	-99.99	-99.99	-99.99
OGLE-LMC-CEP-0138	F	2.3754308	0.416	0.459	4.438	0.239	2.727
OGLE-LMC-CEP-0139	F	9.7736415	0.448	0.089	5.408	0.134	0.734
OGLE-LMC-CEP-0140	F	2.4202552	0.455	0.468	4.405	0.247	2.675
OGLE-LMC-CEP-0141	1	1.8764730	0.237	0.170	4.461	0.019	2.902
OGLE-LMC-CEP-0142	F	3.7719620	0.379	0.404	4.667	0.188	3.116
OGLE-LMC-CEP-0143	1	1.4335438	0.188	0.178	4.450	0.023	2.623
OGLE-LMC-CEP-0144	1	4.6189842	0.072	0.147	3.999	0.000	-99.99
OGLE-LMC-CEP-0145	1	2.5170278	0.215	0.039	4.294	0.019	6.232
OGLE-LMC-CEP-0146	12	0.8840549	0.295	0.238	3.900	0.097	1.431
OGLE-LMC-CEP-0147	F	22.2630923	-99.99	-99.99	-99.99	-99.99	-99.99
OGLE-LMC-CEP-0148	1	4.6457612	0.228	0.216	4.465	0.084	1.958
OGLE-LMC-CEP-0149	F	3.0792302	0.394	0.420	4.545	0.202	2.823
OGLE-LMC-CEP-0150	1	1.7669312	0.280	0.217	4.386	0.047	2.794
OGLE-LMC-CEP-0151	F	9.3645147	0.204	0.203	6.129	0.035	4.954
OGLE-LMC-CEP-0152	F	3.6938683	0.182	0.289	4.678	0.105	3.050
OGLE-LMC-CEP-0153	1	1.9526319	0.133	0.108	5.202	0.033	5.071
OGLE-LMC-CEP-0154	F	4.1646485	0.461	0.430	4.805	0.200	3.316
OGLE-LMC-CEP-0155	F	9.8496665	0.394	0.195	5.040	0.110	3.813
OGLE-LMC-CEP-0156	1	2.2390123	0.173	0.093	4.451	0.000	-99.99
OGLE-LMC-CEP-0157	1	1.7749615	0.158	0.114	4.785	0.000	-99.99
OGLE-LMC-CEP-0158	F	7.2298325	0.546	0.388	5.070	0.200	3.092
OGLE-LMC-CEP-0159	F	5.4639151	0.371	0.391	4.825	0.158	3.414
OGLE-LMC-CEP-0160	F	3.2013176	0.262	0.486	4.444	0.282	2.684
OGLE-LMC-CEP-0161	F	2.1149438	0.671	0.505	4.195	0.296	2.381
OGLE-LMC-CEP-0162	F	5.0243717	0.454	0.339	4.517	0.115	2.615
OGLE-LMC-CEP-0163	F	3.4413496	0.563	0.449	4.546	0.259	2.818
OGLE-LMC-CEP-0164	F	2.7808997	0.439	0.439	4.430	0.223	2.682
OGLE-LMC-CEP-0165	F	3.2277115	0.520	0.447	4.544	0.248	2.841
OGLE-LMC-CEP-0166	F	3.1462898	0.601	0.467	4.459	0.270	2.648
OGLE-LMC-CEP-0167	F	12.5108516	0.398	0.031	6.007	0.167	0.501
OGLE-LMC-CEP-0168	F	1.7544103	0.411	0.436	4.271	0.243	2.383
OGLE-LMC-CEP-0169	F	5.7768046	0.441	0.419	4.977	0.143	3.524
OGLE-LMC-CEP-0170	F	3.9895888	0.617	0.492	4.837	0.277	3.508
OGLE-LMC-CEP-0171	F	3.4122045	0.480	0.451	4.621	0.241	2.975
OGLE-LMC-CEP-0172	F	2.5161247	0.480	0.473	4.460	0.257	2.722
OGLE-LMC-CEP-0173	F	3.0727919	0.444	0.441	4.561	0.237	2.832
OGLE-LMC-CEP-0174	F	15.8633946	0.471	0.125	4.628	0.145	1.784
OGLE-LMC-CEP-0175	F	3.0040744	0.683	0.485	4.423	0.302	2.567
OGLE-LMC-CEP-0176	F	2.7567083	0.514	0.477	4.468	0.259	2.719
OGLE-LMC-CEP-0177	F	4.2764188	0.488	0.415	4.598	0.209	2.951
OGLE-LMC-CEP-0178	12	0.7226737	0.208	0.207	3.480	0.102	1.446
OGLE-LMC-CEP-0179	F	2.6151686	0.483	0.432	4.454	0.228	2.639
OGLE-LMC-CEP-0180	F	1.0372144	0.364	0.391	3.845	0.195	1.588
OGLE-LMC-CEP-0181	F	3.7039359	0.320	0.379	4.639	0.146	3.136
OGLE-LMC-CEP-0182	1	1.0457823	0.171	0.224	3.774	0.056	1.261
OGLE-LMC-CEP-0183	12	0.8934836	0.194	0.233	3.864	0.076	2.220
OGLE-LMC-CEP-0184	1	1.7935883	0.142	0.106	4.940	0.030	4.292
OGLE-LMC-CEP-0185	1	0.2931891	0.285	0.137	3.359	0.057	6.098
OGLE-LMC-CEP-0186	F	5.3792477	0.355	0.378	4.948	0.116	3.668
OGLE-LMC-CEP-0187	1	4.8418441	0.092	0.111	4.698	0.000	-99.99
OGLE-LMC-CEP-0188	F	1.6484262	0.404	0.437	4.285	0.239	2.373
OGLE-LMC-CEP-0189	F	5.9198864	0.568	0.449	4.805	0.187	3.207
OGLE-LMC-CEP-0190	1	1.9127457	0.263	0.186	4.611	0.031	3.337
OGLE-LMC-CEP-0191	F	3.3540102	0.658	0.455	4.476	0.269	2.724
OGLE-LMC-CEP-0192	1	0.2995692	0.144	0.187	1.207	0.000	-99.99
OGLE-LMC-CEP-0193	1	1.6916737	0.201	0.139	4.708	0.000	-99.99
OGLE-LMC-CEP-0194	F	3.1455578	0.365	0.363	4.511	0.159	2.725
OGLE-LMC-CEP-0195	1	4.7535223	0.251	0.205	4.417	0.091	2.219
OGLE-LMC-CEP-0196	F	2.2983774	0.635	0.472	4.284	0.258	2.417
OGLE-LMC-CEP-0197	F	2.6181371	0.481	0.481	4.485	0.261	2.788
OGLE-LMC-CEP-0198	F	2.0349701	0.618	0.463	4.252	0.269	2.395
OGLE-LMC-CEP-0199	F	4.2997888	0.509	0.436	4.706	0.215	3.185
OGLE-LMC-CEP-0200	F1	1.8961219	0.111	0.131	4.372	0.027	3.777
OGLE-LMC-CEP-0201	F	2.5705997	0.401	0.437	4.446	0.207	2.688
OGLE-LMC-CEP-0202	1	1.4906830	0.150	0.153	4.348	0.030	1.526
OGLE-LMC-CEP-0203	1	1.5046741	0.216	0.174	4.713	0.035	3.349
OGLE-LMC-CEP-0204	1	1.3528877	0.269	0.189	4.308	0.056	2.479
OGLE-LMC-CEP-0205	F	2.6424119	0.406	0.441	4.516	0.215	2.761
OGLE-LMC-CEP-0206	F	3.2728111	0.508	0.465	4.550	0.244	2.773
OGLE-LMC-CEP-0207	12	0.9987944	0.207	0.137	-99.99	0.230	-99.99
OGLE-LMC-CEP-0208	1	2.0359201	0.242	0.153	4.486	0.018	2.550
OGLE-LMC-CEP-0209	F	3.1227846	0.286	0.332	4.481	0.123	2.743
OGLE-LMC-CEP-0210	F	4.7872336	0.168	0.225	4.666	0.038	3.301
OGLE-LMC-CEP-0211	F	2.0977485	0.653	0.459	4.210	0.253	2.235
OGLE-LMC-CEP-0212	F	12.3265060	0.548	0.167	5.108	0.114	2.191
OGLE-LMC-CEP-0213	F	1.6504667	0.710	0.495	4.216	0.368	2.254
OGLE-LMC-CEP-0214	F	2.4240208	0.191	0.243	4.406	0.066	2.576
OGLE-LMC-CEP-0215	F	2.5452257	0.340	0.417	4.476	0.178	2.761
OGLE-LMC-CEP-0216	F	3.3986626	0.592	0.457	4.501	0.261	2.815
OGLE-LMC-CEP-0217	F	3.0408565	0.627	0.476	4.580	0.286	2.876
OGLE-LMC-CEP-0218	F	8.6221264	0.279	0.257	5.990	0.084	4.858
OGLE-LMC-CEP-0219	12	0.9431479	0.228	0.225	3.991	0.081	1.965
OGLE-LMC-CEP-0220	1	1.8775537	0.159	0.111	4.698	0.000	-99.99
OGLE-LMC-CEP-0221	1	2.2164582	0.247	0.110	4.789	0.028	4.583
OGLE-LMC-CEP-0222	F	2.6968757	0.528	0.442	4.431	0.234	2.660
OGLE-LMC-CEP-0223	F	8.2392025	0.425	0.253	5.692	0.169	4.732
OGLE-LMC-CEP-0224	F	3.7796319	0.214	0.415	4.582	0.195	2.906
OGLE-LMC-CEP-0225	F	4.4325622	0.584	0.472	4.661	0.244	3.114
OGLE-LMC-CEP-0226	F	2.6092305	0.603	0.483	4.403	0.265	2.562
OGLE-LMC-CEP-0227	F	3.7970782	0.300	0.485	4.525	0.276	2.803
OGLE-LMC-CEP-0228	12	0.3656841	0.196	0.164	2.267	0.119	6.124
OGLE-LMC-CEP-0229	F	4.5634595	0.634	0.462	4.541	0.248	2.849
OGLE-LMC-CEP-0230	F	3.6908117	0.584	0.454	4.568	0.249	2.916
OGLE-LMC-CEP-0231	1	1.8994168	0.092	0.123	4.447	0.000	-99.99
OGLE-LMC-CEP-0232	1	0.3012301	0.083	0.156	2.113	0.000	-99.99
OGLE-LMC-CEP-0233	1	2.0848261	0.178	0.125	4.657	0.000	-99.99
OGLE-LMC-CEP-0234	12	1.1327488	0.194	0.207	4.293	0.071	1.957
OGLE-LMC-CEP-0235	F	4.7622517	0.224	0.282	4.866	0.060	3.506
OGLE-LMC-CEP-0236	F	3.2965051	0.315	0.365	4.607	0.144	2.945
OGLE-LMC-CEP-0237	F	3.2226656	0.457	0.470	4.586	0.269	2.878
OGLE-LMC-CEP-0238	F	2.5057914	0.478	0.447	4.521	0.235	2.781
OGLE-LMC-CEP-0239	F	4.7507992	0.539	0.450	4.768	0.213	3.267
OGLE-LMC-CEP-0240	1	1.7204960	0.287	0.213	4.431	0.046	2.731
OGLE-LMC-CEP-0241	1	0.7645981	0.197	0.201	3.683	0.108	1.519
OGLE-LMC-CEP-0242	12	0.7804762	0.228	0.220	3.880	0.108	1.737
OGLE-LMC-CEP-0243	1	2.3432845	0.245	0.101	4.783	0.010	-99.99
OGLE-LMC-CEP-0244	1	1.9018268	0.163	0.138	4.829	0.022	4.362
OGLE-LMC-CEP-0245	1	4.8589200	0.211	0.182	4.506	0.073	2.085
OGLE-LMC-CEP-0246	F	4.3331413	0.649	0.449	4.494	0.226	2.727
OGLE-LMC-CEP-0247	1	2.3282295	0.208	0.112	4.604	0.000	-99.99
OGLE-LMC-CEP-0248	1	2.4289778	0.229	0.076	4.839	0.021	4.877
OGLE-LMC-CEP-0249	F	20.0861576	0.538	0.247	5.008	0.138	3.042
OGLE-LMC-CEP-0250	F	6.1802501	0.411	0.394	5.067	0.128	3.540
OGLE-LMC-CEP-0251	1	4.1853846	0.181	0.178	3.738	0.045	0.884
OGLE-LMC-CEP-0252	1	4.0023327	0.235	0.202	4.437	0.075	1.663
OGLE-LMC-CEP-0253	F	2.0829793	0.524	0.456	4.261	0.254	2.417
OGLE-LMC-CEP-0254	F	2.7873584	0.511	0.448	4.660	0.244	2.947
OGLE-LMC-CEP-0255	F	3.2516293	0.606	0.479	4.638	0.291	2.986
OGLE-LMC-CEP-0256	1	2.5890753	0.265	0.102	4.536	0.000	-99.99
OGLE-LMC-CEP-0257	F	6.2296897	0.363	0.353	5.241	0.090	3.739
OGLE-LMC-CEP-0258	F	5.0254976	0.312	0.333	4.620	0.124	2.971
OGLE-LMC-CEP-0259	12	0.5062363	0.269	0.218	3.367	0.118	0.775
OGLE-LMC-CEP-0260	1	0.7754526	0.177	0.200	3.573	0.097	1.269
OGLE-LMC-CEP-0261	F1	2.4382615	0.209	0.211	4.677	0.045	2.827
OGLE-LMC-CEP-0262	F	2.8503690	0.411	0.432	4.556	0.217	2.854
OGLE-LMC-CEP-0263	F	2.1269245	0.505	0.468	4.364	0.253	2.641
OGLE-LMC-CEP-0264	F	3.8193141	0.498	0.446	4.541	0.246	2.862
OGLE-LMC-CEP-0265	1	2.2544357	0.109	0.044	4.683	0.000	-99.99
OGLE-LMC-CEP-0266	F	3.2791229	0.325	0.404	4.523	0.173	2.887
OGLE-LMC-CEP-0267	F	2.7908309	0.457	0.424	4.504	0.222	2.723
OGLE-LMC-CEP-0268	1	2.0155262	0.191	0.146	5.100	0.043	4.699
OGLE-LMC-CEP-0269	F	3.8194537	0.626	0.475	4.566	0.271	2.923
OGLE-LMC-CEP-0270	F	3.6017995	0.283	0.374	4.617	0.150	3.012
OGLE-LMC-CEP-0271	F	2.7302183	0.262	0.311	4.325	0.103	2.459
OGLE-LMC-CEP-0272	F	2.9518565	0.501	0.430	4.486	0.233	2.692
OGLE-LMC-CEP-0273	F	3.1183773	0.397	0.416	4.560	0.207	2.879
OGLE-LMC-CEP-0274	F	4.5257248	0.663	0.466	4.715	0.225	3.052
OGLE-LMC-CEP-0275	F	3.0778447	0.236	0.318	4.460	0.105	2.797
OGLE-LMC-CEP-0276	F	2.3418942	0.540	0.468	4.396	0.240	2.613
OGLE-LMC-CEP-0277	12	0.5784533	0.292	0.171	3.385	0.151	1.168
OGLE-LMC-CEP-0278	F	4.0586290	0.477	0.457	4.756	0.221	3.196
OGLE-LMC-CEP-0279	F	5.7297098	0.499	0.413	5.140	0.140	3.509
OGLE-LMC-CEP-0280	F	3.2616772	0.382	0.424	4.564	0.201	2.928
OGLE-LMC-CEP-0281	F	2.5917022	0.387	0.431	4.484	0.211	2.752
OGLE-LMC-CEP-0282	F	2.8230771	0.395	0.437	4.510	0.215	2.778
OGLE-LMC-CEP-0283	1	0.8666384	0.189	0.210	3.800	0.090	1.738
OGLE-LMC-CEP-0284	1	1.8326732	0.039	0.000	-99.99	0.000	-99.99
OGLE-LMC-CEP-0285	F	2.3073483	0.418	0.464	4.412	0.229	2.685
OGLE-LMC-CEP-0286	F	3.1335144	0.331	0.485	4.504	0.271	2.798
OGLE-LMC-CEP-0287	1	2.4046355	0.236	0.000	-99.99	0.029	0.589
OGLE-LMC-CEP-0288	12	1.0929746	0.307	0.264	4.356	0.067	2.255
OGLE-LMC-CEP-0289	F	1.4626671	0.464	0.426	4.213	0.237	2.172
OGLE-LMC-CEP-0290	F	4.2442406	0.255	0.306	4.682	0.098	3.154
OGLE-LMC-CEP-0291	F	3.7621000	0.478	0.436	4.650	0.224	3.041
OGLE-LMC-CEP-0292	F	7.3989600	0.552	0.341	5.083	0.228	3.137
OGLE-LMC-CEP-0293	F	3.1478085	0.436	0.416	4.556	0.214	2.876
OGLE-LMC-CEP-0294	1	2.3622858	0.252	0.089	4.598	0.019	5.269
OGLE-LMC-CEP-0295	F	2.7857060	0.594	0.485	4.443	0.279	2.677
OGLE-LMC-CEP-0296	F	3.6867496	0.371	0.396	4.652	0.175	3.068
OGLE-LMC-CEP-0297	1	4.8067393	0.215	0.177	4.579	0.065	2.599
OGLE-LMC-CEP-0298	2	0.7791144	0.043	0.000	-99.99	0.000	-99.99
OGLE-LMC-CEP-0299	F	3.4613222	0.491	0.440	4.571	0.243	2.890
OGLE-LMC-CEP-0300	1	4.2160263	0.123	0.137	4.073	0.000	-99.99
OGLE-LMC-CEP-0301	F	3.3461852	0.511	0.461	4.588	0.255	2.951
OGLE-LMC-CEP-0302	1	2.3437968	0.142	0.048	4.926	0.000	-99.99
OGLE-LMC-CEP-0303	F	1.5268645	0.540	0.459	4.259	0.285	2.326
OGLE-LMC-CEP-0304	F	3.6523152	0.374	0.402	4.632	0.184	3.034
OGLE-LMC-CEP-0305	1	2.4339943	0.254	0.131	4.761	0.010	-99.99
OGLE-LMC-CEP-0306	F	6.8868598	0.568	0.431	4.881	0.166	3.159
OGLE-LMC-CEP-0307	1	1.3090638	0.202	0.163	4.440	0.028	1.476
OGLE-LMC-CEP-0308	F	6.7758303	0.180	0.215	5.523	0.015	3.572
OGLE-LMC-CEP-0309	12	0.7886164	0.282	0.257	3.876	0.117	1.868
OGLE-LMC-CEP-0310	1	5.1743984	0.183	0.201	4.137	0.102	1.850
OGLE-LMC-CEP-0311	12	1.3642010	0.288	0.210	4.563	0.048	2.338
OGLE-LMC-CEP-0312	1	1.1193389	0.169	0.168	3.972	0.036	1.378
OGLE-LMC-CEP-0313	F	3.0979811	0.397	0.437	4.526	0.206	2.911
OGLE-LMC-CEP-0314	1	0.3346998	0.290	0.105	3.338	0.070	6.234
OGLE-LMC-CEP-0315	1	1.7313806	0.259	0.193	4.372	0.025	2.734
OGLE-LMC-CEP-0316	F	3.7351840	0.464	0.442	4.598	0.234	2.948
OGLE-LMC-CEP-0317	F	3.1174674	0.322	0.381	4.513	0.162	2.832
OGLE-LMC-CEP-0318	1	1.9522335	0.282	0.194	4.521	0.032	3.136
OGLE-LMC-CEP-0319	F	2.5917080	0.456	0.432	4.383	0.208	2.581
OGLE-LMC-CEP-0321	F	3.2957906	0.507	0.461	4.567	0.250	2.883
OGLE-LMC-CEP-0322	F	2.3834772	0.522	0.472	4.355	0.251	2.470
OGLE-LMC-CEP-0323	1	2.1880523	0.211	0.076	4.969	0.028	5.050
OGLE-LMC-CEP-0324	F	3.1905892	0.508	0.472	4.619	0.270	3.005
OGLE-LMC-CEP-0325	F	3.1928315	0.424	0.438	4.579	0.227	2.910
OGLE-LMC-CEP-0326	1	3.1228205	0.221	0.060	4.100	0.011	5.581
OGLE-LMC-CEP-0327	1	0.8821770	0.163	0.180	3.509	0.102	1.350
OGLE-LMC-CEP-0328	F	34.4486189	0.614	0.452	4.995	0.268	3.762
OGLE-LMC-CEP-0329	F	3.9275402	0.455	0.404	4.629	0.197	2.991
OGLE-LMC-CEP-0330	1	1.8740683	0.189	0.124	4.957	0.029	4.648
OGLE-LMC-CEP-0331	F	6.8705819	0.345	0.362	5.155	0.084	3.756
OGLE-LMC-CEP-0332	F	4.2960383	0.248	0.175	4.784	0.024	2.681
OGLE-LMC-CEP-0333	F	5.5496704	0.416	0.392	4.932	0.129	3.546
OGLE-LMC-CEP-0334	1	1.7220085	0.112	0.184	4.440	0.028	2.985
OGLE-LMC-CEP-0335	F	2.8707566	0.353	0.415	4.519	0.182	2.854
OGLE-LMC-CEP-0336	2	0.7481288	0.057	0.000	-99.99	0.000	-99.99
OGLE-LMC-CEP-0337	F	2.8804884	0.485	0.470	4.540	0.252	2.887
OGLE-LMC-CEP-0338	1	2.8670034	0.219	0.028	3.565	0.033	5.651
OGLE-LMC-CEP-0339	F	2.8676494	0.487	0.440	4.464	0.243	2.685
OGLE-LMC-CEP-0340	F	2.1444669	0.255	0.315	4.324	0.120	2.702
OGLE-LMC-CEP-0341	12	0.3261455	0.197	0.231	0.670	0.178	5.296
OGLE-LMC-CEP-0342	1	2.1937568	0.183	0.113	5.098	0.025	5.018
OGLE-LMC-CEP-0343	1	3.1161640	0.163	0.050	4.184	0.000	-99.99
OGLE-LMC-CEP-0344	12	0.2600641	0.239	0.267	5.134	0.000	-99.99
OGLE-LMC-CEP-0345	F	2.6688213	0.237	0.290	4.428	0.098	2.636
OGLE-LMC-CEP-0346	F	3.0464436	0.389	0.419	4.548	0.203	2.868
OGLE-LMC-CEP-0347	1	1.7361660	0.276	0.189	4.489	0.038	3.154
OGLE-LMC-CEP-0348	1	2.1451269	0.198	0.085	4.846	0.000	-99.99
OGLE-LMC-CEP-0349	F	3.0398829	0.419	0.437	4.535	0.221	2.852
OGLE-LMC-CEP-0350	F	2.8744721	0.347	0.392	4.482	0.170	2.717
OGLE-LMC-CEP-0351	F	3.5008894	0.329	0.397	4.681	0.167	3.073
OGLE-LMC-CEP-0352	F	3.5263615	0.474	0.438	4.591	0.224	2.952
OGLE-LMC-CEP-0353	F	3.5672274	0.500	0.484	4.647	0.265	3.037
OGLE-LMC-CEP-0354	F	2.2412003	0.457	0.418	4.368	0.216	2.572
OGLE-LMC-CEP-0355	F1	2.2143844	0.183	0.193	4.497	0.047	2.901
OGLE-LMC-CEP-0356	F	12.6841678	0.683	0.286	5.057	0.183	2.678
OGLE-LMC-CEP-0357	F	4.3808522	0.408	0.409	4.827	0.172	3.389
OGLE-LMC-CEP-0358	1	2.1052737	0.166	0.154	4.826	0.000	-99.99
OGLE-LMC-CEP-0359	F	6.5464426	0.329	0.314	5.325	0.082	3.915
OGLE-LMC-CEP-0360	F	22.0859031	0.552	0.264	4.861	0.177	3.139
OGLE-LMC-CEP-0361	F	2.9203009	0.494	0.421	4.471	0.224	2.730
OGLE-LMC-CEP-0362	F	3.0249176	0.460	0.462	4.531	0.250	2.826
OGLE-LMC-CEP-0363	1	1.8926065	0.213	0.103	4.615	0.040	0.034
OGLE-LMC-CEP-0364	F	2.3302673	0.551	0.470	4.373	0.248	2.592
OGLE-LMC-CEP-0365	F	1.1606889	0.351	0.384	3.988	0.195	1.768
OGLE-LMC-CEP-0366	F	9.5296099	0.487	0.329	4.831	0.151	2.757
OGLE-LMC-CEP-0367	F	29.8224817	-99.99	-99.99	-99.99	-99.99	-99.99
OGLE-LMC-CEP-0368	1	2.3194480	0.255	0.102	4.575	0.000	-99.99
OGLE-LMC-CEP-0369	F	3.3379760	0.487	0.409	4.528	0.212	2.801
OGLE-LMC-CEP-0370	F	2.6798360	0.345	0.410	4.480	0.179	2.760
OGLE-LMC-CEP-0371	1	2.0682354	0.204	0.148	4.732	0.000	-99.99
